tot_pop_log,median_inc_log,year,after,ohio,school_district,number_tested,pct_prof_or_above,tot_pop,perc_male,perc_female,perc_under5,perc_5to19,perc_20plus,perc_caucasian,perc_otherethnicity,perc_nobach,perc_bachplus,median_inc,interaction
10.748990946688572,10.883579033460945,2008,0,1,"Groveport Madison Local School District, Ohio",439,66.3,46582,0.47,0.53,0.1,0.2,0.7,0.66,0.34,0.82,0.18,53293,0
10.717479742788276,10.787420368302158,2013,1,1,"Groveport Madison Local School District, Ohio",411,78.1,45137,0.48,0.52,0.08,0.17,0.75,0.6,0.4,0.85,0.15,48407,1
10.981829104361879,10.581292642796804,2008,0,1,"Hamilton City School District, Ohio",641,71.3,58795,0.49,0.51,0.08,0.16,0.76,0.9,0.1,0.87,0.13,39390,0
11.038688889434853,10.54157118232102,2013,1,1,"Hamilton City School District, Ohio",750,74.1,62235,0.47,0.53,0.08,0.16,0.76,0.86,0.14,0.85,0.15,37856,1
11.367043835448948,11.238199103678664,2008,0,1,"Hilliard City School District, Ohio",1111,79.7,86425,0.5,0.5,0.09,0.23,0.69,0.87,0.13,0.53,0.47,75977,0
11.357966124932085,11.19741988378385,2013,1,1,"Hilliard City School District, Ohio",1178,82.8,85644,0.48,0.52,0.08,0.21,0.71,0.85,0.15,0.5,0.5,72941,1
10.012700637509445,10.75845591922755,2008,0,1,"Howland Local School District, Ohio",211,89.1,22307,0.46,0.54,0.05,0.15,0.8,0.93,0.07,0.75,0.25,47025,0
9.980587472916977,10.724588097406535,2013,1,1,"Howland Local School District, Ohio",218,92.7,21602,0.46,0.54,0.05,0.12,0.83,0.93,0.07,0.73,0.27,45459,1
10.566330152831219,10.972241827536752,2008,0,1,"Huber Heights City School District, Ohio",437,79.9,38805,0.48,0.52,0.07,0.19,0.74,0.83,0.17,0.79,0.21,58234,0
10.650815105859214,10.762530454808159,2013,1,1,"Huber Heights City School District, Ohio",417,79.9,42226,0.49,0.51,0.08,0.2,0.73,0.76,0.24,0.76,0.24,47217,1
10.102174463416347,11.604328019943535,2008,0,1,"Hudson City School District, Ohio",355,94.4,24395,0.49,0.51,0.06,0.26,0.68,0.92,0.08,0.33,0.67,109570,0
10.069722070677152,11.593232753023905,2013,1,1,"Hudson City School District, Ohio",281,92.9,23616,0.5,0.5,0.04,0.24,0.72,0.94,0.06,0.31,0.69,108361,1
11.60505787373149,10.750363895525926,2013,1,0,"Iowa City Community School District, Iowa",919,77.0,109650,0.5,0.5,0.06,0.13,0.81,0.83,0.17,0.43,0.57,46646,0
11.527754962416227,10.828777668207083,2008,0,0,"Iowa City Community School District, Iowa",769,73.5,101493,0.49,0.51,0.06,0.13,0.81,0.87,0.13,0.43,0.57,50451,0
10.55911457318215,11.092564969345363,2008,0,1,"Jackson Local School District, Ohio",75,73.3,38526,0.48,0.52,0.06,0.19,0.75,0.92,0.08,0.61,0.39,65680,0
10.542785543610696,11.127336510866854,2013,1,1,"Jackson Local School District, Ohio",455,94.5,37902,0.51,0.49,0.05,0.16,0.79,0.92,0.08,0.59,0.41,68004,1
10.450452222917992,11.363705940321378,2013,1,0,"Johnston Community School District, Iowa",455,93.0,34559,0.48,0.52,0.06,0.22,0.73,0.9,0.1,0.47,0.53,86137,0
10.304944639246754,11.364030947288674,2008,0,0,"Johnston Community School District, Iowa",410,87.6,29879,0.48,0.52,0.09,0.2,0.7,0.91,0.09,0.55,0.45,86165,0
10.38310110816935,10.381490352934616,2008,0,1,"Kent City School District, Ohio",188,70.2,32308,0.45,0.55,0.04,0.09,0.86,0.87,0.13,0.58,0.42,32256,0
10.52384896337042,10.499655661466162,2013,1,1,"Kent City School District, Ohio",220,86.4,37191,0.48,0.52,0.04,0.1,0.87,0.84,0.16,0.56,0.44,36302,1
10.92132353117695,10.788514629733339,2008,0,1,"Kettering City School District, Ohio",547,83.2,55343,0.49,0.51,0.06,0.15,0.78,0.95,0.05,0.69,0.31,48460,0
10.938307708116458,10.710476679519195,2013,1,1,"Kettering City School District, Ohio",557,87.3,56291,0.48,0.52,0.05,0.16,0.78,0.91,0.09,0.71,0.29,44822,1
10.109077944602749,11.041881294549245,2008,0,1,"Kings Local School District, Ohio",286,87.8,24564,0.47,0.53,0.07,0.17,0.76,0.96,0.04,0.63,0.37,62434,0
10.118477957093951,11.204782148381804,2013,1,1,"Kings Local School District, Ohio",320,95.6,24796,0.49,0.51,0.04,0.18,0.77,0.96,0.04,0.55,0.45,73480,1
10.90063911886528,10.70737077469074,2008,0,1,"Lakewood City School District, Ohio",283,67.5,54210,0.48,0.52,0.06,0.15,0.78,0.91,0.09,0.62,0.38,44683,0
10.846868021600375,10.603287553926174,2013,1,1,"Lakewood City School District, Ohio",311,80.4,51372,0.48,0.52,0.06,0.14,0.81,0.87,0.13,0.59,0.41,40266,1
11.382041992081316,11.371108412301787,2008,0,1,"Lakota Local School District (Butler County), Ohio",1397,84.9,87731,0.5,0.5,0.09,0.22,0.69,0.87,0.13,0.54,0.46,86777,0
11.459271491634595,11.288756387984279,2013,1,1,"Lakota Local School District (Butler County), Ohio",1280,89.8,94775,0.49,0.51,0.07,0.23,0.71,0.83,0.17,0.54,0.46,79917,1
10.72092985236768,10.718166289816029,2008,0,1,"Lancaster City School District, Ohio",375,74.7,45293,0.49,0.51,0.06,0.15,0.79,0.95,0.05,0.85,0.15,45168,0
10.75832832209406,10.496731521451535,2013,1,1,"Lancaster City School District, Ohio",397,78.8,47019,0.49,0.51,0.06,0.16,0.78,0.95,0.05,0.83,0.17,36196,1
10.51080447649088,11.105648716832796,2008,0,1,"Lebanon City School District, Ohio",386,83.2,36709,0.55,0.45,0.06,0.18,0.77,0.9,0.1,0.74,0.26,66545,0
10.5395351410555,10.978216900740906,2013,1,1,"Lebanon City School District, Ohio",432,89.6,37779,0.56,0.44,0.06,0.17,0.78,0.89,0.11,0.7,0.3,58583,1
10.299911915992144,10.337151315002972,2008,0,1,"Lima City School District, Ohio",321,64.5,29729,0.47,0.53,0.08,0.2,0.72,0.68,0.32,0.91,0.09,30857,0
10.319067994385385,10.197685848215706,2013,1,1,"Lima City School District, Ohio",279,63.4,30304,0.49,0.51,0.08,0.18,0.73,0.69,0.31,0.9,0.1,26840,1
10.545551942866757,11.118029308211298,2013,1,0,"Linn-Mar Community School District, Iowa",482,87.3,38007,0.5,0.5,0.06,0.22,0.7,0.69,0.31,0.56,0.44,67374,0
10.41873339273561,11.105483403977843,2008,0,0,"Linn-Mar Community School District, Iowa",398,86.2,33480,0.48,0.52,0.08,0.21,0.71,0.92,0.08,0.6,0.4,66534,0
10.176335136029452,11.272864619779007,2008,0,1,"Little Miami Local School District, Ohio",312,88.8,26273,0.5,0.5,0.09,0.15,0.75,0.89,0.11,0.65,0.35,78657,0
10.288511829739507,11.09816730995047,2013,1,1,"Little Miami Local School District, Ohio",299,91.0,29392,0.48,0.52,0.08,0.18,0.74,0.89,0.11,0.6,0.4,66049,1
10.090713728663538,10.663101082278448,2008,0,1,"Logan-Hocking Local School District, Ohio",227,85.5,24117,0.48,0.52,0.06,0.17,0.77,0.94,0.06,0.9,0.1,42748,0
10.092743345182981,10.569879995787254,2013,1,1,"Logan-Hocking Local School District, Ohio",86,65.1,24166,0.49,0.51,0.05,0.18,0.77,0.95,0.05,0.85,0.15,38943,1
10.945300186531934,10.492329216286759,2008,0,1,"Lorain City School District, Ohio",620,53.6,56686,0.47,0.53,0.07,0.19,0.74,0.63,0.37,0.91,0.09,36037,0
10.884404301719952,10.284215880411878,2013,1,1,"Lorain City School District, Ohio",495,63.4,53337,0.47,0.53,0.06,0.2,0.73,0.71,0.29,0.9,0.1,29266,1
10.254355669441074,11.424640550102657,2008,0,1,"Loveland City School District, Ohio",387,85.5,28405,0.49,0.51,0.08,0.24,0.68,0.9,0.1,0.48,0.52,91549,0
10.154907530801994,11.318102085033306,2013,1,1,"Loveland City School District, Ohio",358,92.5,25716,0.49,0.51,0.05,0.22,0.73,0.9,0.1,0.5,0.5,82297,1
10.003423381148728,10.591873415994362,2008,0,1,"Mad River Local School District, Ohio",284,64.8,22101,0.48,0.52,0.05,0.19,0.76,0.85,0.15,0.87,0.13,39809,0
9.96439448743965,10.480016643626312,2013,1,1,"Mad River Local School District, Ohio",280,77.1,21255,0.51,0.49,0.07,0.18,0.75,0.85,0.15,0.84,0.16,35596,1
10.240887929730164,10.636336099947625,2008,0,1,"Madison Local School District (Richland County), Ohio",237,69.2,28025,0.56,0.44,0.06,0.13,0.82,0.84,0.16,0.91,0.09,41619,0
10.20181278508639,10.511158540743622,2013,1,1,"Madison Local School District (Richland County), Ohio",191,81.7,26951,0.57,0.43,0.05,0.14,0.81,0.79,0.21,0.89,0.11,36722,1
10.440828516957847,10.371614421769003,2008,0,1,"Mansfield City School District, Ohio",299,56.2,34228,0.48,0.52,0.06,0.16,0.78,0.73,0.27,0.87,0.13,31939,0
10.449438978277493,10.284694120497512,2013,1,1,"Mansfield City School District, Ohio",246,78.5,34524,0.49,0.51,0.07,0.17,0.77,0.79,0.21,0.88,0.12,29280,1
10.090921021216259,10.685400819681965,2008,0,1,"Maple Heights City School District, Ohio",254,60.6,24122,0.45,0.55,0.07,0.2,0.74,0.32,0.68,0.84,0.16,43712,0
10.037362636092155,10.415082880004208,2013,1,1,"Maple Heights City School District, Ohio",299,66.2,22864,0.44,0.56,0.04,0.18,0.78,0.32,0.68,0.86,0.14,33358,1
10.097778851943309,10.564498863066003,2008,0,1,"Marietta City School District, Ohio",216,81.0,24288,0.48,0.52,0.06,0.14,0.8,0.96,0.04,0.79,0.21,38734,0
10.10385365616035,10.416879879499433,2013,1,1,"Marietta City School District, Ohio",231,82.7,24436,0.49,0.51,0.05,0.15,0.81,0.94,0.06,0.79,0.21,33418,1
10.302632731899473,10.42895545303899,2008,0,1,"Marion City School District, Ohio",355,65.9,29810,0.49,0.51,0.07,0.18,0.74,0.93,0.07,0.93,0.07,33824,0
10.300853282387642,10.283634852660002,2013,1,1,"Marion City School District, Ohio",313,66.1,29757,0.51,0.49,0.08,0.17,0.75,0.93,0.07,0.9,0.1,29249,1
10.3321807867635,10.771197098403393,2013,1,0,"Marshalltown Community School District, Iowa",314,70.4,30704,0.49,0.51,0.07,0.19,0.74,0.81,0.19,0.79,0.21,47628,0
10.308152340473523,10.66716309178561,2008,0,0,"Marshalltown Community School District, Iowa",299,60.2,29975,0.5,0.5,0.08,0.17,0.75,0.89,0.11,0.81,0.19,42922,0
10.239245248219472,11.131298946341905,2008,0,1,"Marysville Exempted Village School District, Ohio",431,76.3,27979,0.45,0.55,0.08,0.18,0.74,0.92,0.08,0.74,0.26,68274,0
10.369137970290991,10.9260643715946,2013,1,1,"Marysville Exempted Village School District, Ohio",385,81.3,31860,0.46,0.54,0.06,0.19,0.75,0.93,0.07,0.77,0.23,55606,1
10.257834789465683,10.56035967723136,2013,1,0,"Mason City Community School District, Iowa",273,72.5,28504,0.49,0.51,0.05,0.16,0.79,0.94,0.06,0.8,0.2,38574,0
10.274154155101597,10.671394278644025,2008,0,0,"Mason City Community School District, Iowa",269,75.5,28973,0.48,0.52,0.06,0.16,0.78,0.95,0.05,0.79,0.21,43104,0
10.751606504306949,11.454554551643898,2008,0,1,"Mason City School District, Ohio",843,93.6,46704,0.49,0.51,0.07,0.25,0.68,0.83,0.17,0.47,0.53,94329,0
10.848657243960659,11.324122952076584,2013,1,1,"Mason City School District, Ohio",830,96.1,51464,0.49,0.51,0.06,0.26,0.68,0.78,0.22,0.44,0.56,82794,1
10.314006534946971,10.56800375029692,2008,0,1,"Massillon City School District, Ohio",288,69.4,30151,0.5,0.5,0.07,0.14,0.78,0.72,0.28,0.88,0.12,38870,0
10.293940540523788,10.433056419119254,2013,1,1,"Massillon City School District, Ohio",296,78.7,29552,0.49,0.51,0.07,0.17,0.76,0.71,0.29,0.86,0.14,33963,1
10.405988623155887,10.90468912348068,2008,0,1,"Mayfield City School District, Ohio",185,73.0,33056,0.47,0.53,0.05,0.15,0.79,0.86,0.14,0.58,0.42,54430,0
10.40089353434265,10.885303818290481,2013,1,1,"Mayfield City School District, Ohio",227,87.7,32888,0.48,0.52,0.06,0.14,0.79,0.85,0.15,0.54,0.46,53385,1
10.67717731581126,11.163708356400651,2008,0,1,"Medina City School District, Ohio",584,89.0,43354,0.49,0.51,0.08,0.19,0.73,0.95,0.05,0.63,0.37,70523,0
10.713061293600333,11.014127221416956,2013,1,1,"Medina City School District, Ohio",546,89.7,44938,0.48,0.52,0.07,0.2,0.73,0.94,0.06,0.62,0.38,60725,1
11.0570298480627,11.05881093278828,2008,0,1,"Mentor Exempted Village School District, Ohio",582,90.2,63387,0.48,0.52,0.06,0.17,0.77,0.96,0.04,0.71,0.29,63500,0
11.02553963682673,10.999830601760195,2013,1,1,"Mentor Exempted Village School District, Ohio",593,88.7,61422,0.48,0.52,0.05,0.15,0.8,0.97,0.03,0.7,0.3,59863,1
10.498856510177369,10.903420659346926,2008,0,1,"Miamisburg City School District, Ohio",456,84.0,36273,0.48,0.52,0.08,0.17,0.75,0.9,0.1,0.72,0.28,54361,0
10.558309618774405,10.793126253412856,2013,1,1,"Miamisburg City School District, Ohio",424,85.4,38495,0.48,0.52,0.07,0.17,0.76,0.9,0.1,0.73,0.27,48684,1
10.81971828261021,10.604528495215174,2008,0,1,"Middletown City School District, Ohio",483,62.5,49996,0.47,0.53,0.07,0.17,0.76,0.83,0.17,0.87,0.13,40316,0
10.801899405522992,10.424956336400598,2013,1,1,"Middletown City School District, Ohio",499,68.3,49113,0.48,0.52,0.08,0.16,0.76,0.82,0.18,0.84,0.16,33689,1
10.073399089253401,11.058858175022847,2008,0,1,"Midview Local School District, Ohio",219,85.4,23703,0.58,0.42,0.03,0.15,0.81,0.86,0.14,0.86,0.14,63503,0
10.079371767366077,10.95920973739723,2013,1,1,"Midview Local School District, Ohio",217,87.1,23845,0.59,0.41,0.03,0.14,0.83,0.85,0.15,0.86,0.14,57480,1
10.600825937714541,11.115919477403699,2008,0,1,"Milford Exempted Village School District, Ohio",515,86.2,40167,0.47,0.53,0.07,0.21,0.72,0.95,0.05,0.66,0.34,67232,0
10.686384025239681,11.09419272986116,2013,1,1,"Milford Exempted Village School District, Ohio",513,94.0,43755,0.49,0.51,0.07,0.21,0.73,0.94,0.06,0.64,0.36,65787,1
10.177590342447465,10.717391121731856,2008,0,1,"Mount Healthy City School District, Ohio",261,55.6,26306,0.48,0.52,0.07,0.19,0.74,0.14,0.86,0.83,0.17,45133,0
10.03504199227643,10.518078420190298,2013,1,1,"Mount Healthy City School District, Ohio",259,59.1,22811,0.51,0.49,0.07,0.2,0.73,0.14,0.86,0.83,0.17,36977,1
10.289192032466138,10.623836390521218,2008,0,1,"Mount Vernon City School District, Ohio",297,77.1,29412,0.48,0.52,0.05,0.14,0.81,0.97,0.03,0.79,0.21,41102,0
10.337702073930279,10.643041105910228,2013,1,1,"Mount Vernon City School District, Ohio",313,86.6,30874,0.47,0.53,0.06,0.13,0.81,0.96,0.04,0.79,0.21,41899,1
10.28762687392954,10.75113535168762,2013,1,0,"Muscatine Community School District, Iowa",336,79.5,29366,0.48,0.52,0.07,0.19,0.73,0.91,0.09,0.82,0.18,46682,0
10.270211832327862,10.870566451242388,2008,0,0,"Muscatine Community School District, Iowa",372,80.9,28859,0.5,0.5,0.07,0.18,0.75,0.94,0.06,0.76,0.24,52604,0
9.923486239042818,11.491589462655233,2008,0,1,"New Albany-Plain Local School District, Ohio",338,91.4,20403,0.48,0.52,0.09,0.23,0.68,0.85,0.15,0.4,0.6,97888,0
10.044552992814731,11.552953544423302,2013,1,1,"New Albany-Plain Local School District, Ohio",383,93.5,23029,0.48,0.52,0.09,0.25,0.66,0.78,0.22,0.4,0.6,104083,1
10.000705003251488,10.632001876933364,2008,0,1,"New Philadelphia City School District, Ohio",175,80.6,22041,0.48,0.52,0.06,0.13,0.8,0.84,0.16,0.86,0.14,41439,0
10.014357861367552,10.542600844603587,2013,1,1,"New Philadelphia City School District, Ohio",227,81.1,22344,0.49,0.51,0.06,0.15,0.79,0.8,0.2,0.85,0.15,37895,1
10.77098712024035,10.580073347296848,2008,0,1,"Newark City School District, Ohio",523,74.6,47618,0.48,0.52,0.08,0.14,0.77,0.95,0.05,0.84,0.16,39342,0
10.779768459990587,10.464616480811362,2013,1,1,"Newark City School District, Ohio",490,79.8,48038,0.48,0.52,0.07,0.17,0.76,0.92,0.08,0.86,0.14,35052,1
9.973573160102816,10.746583741107225,2013,1,0,"Newton Community School District, Iowa",188,78.2,21451,0.52,0.48,0.05,0.15,0.8,0.95,0.05,0.81,0.19,46470,0
9.940494278165223,10.677592406675998,2008,0,0,"Newton Community School District, Iowa",206,78.2,20753,0.5,0.5,0.05,0.16,0.79,0.96,0.04,0.83,0.17,43372,0
10.360564237707871,11.22278704483174,2008,0,1,"Nordonia Hills City School District, Ohio",243,82.7,31588,0.49,0.51,0.06,0.16,0.78,0.89,0.11,0.63,0.37,74815,0
10.3871783338948,11.139380446738272,2013,1,1,"Nordonia Hills City School District, Ohio",241,89.6,32440,0.47,0.53,0.05,0.15,0.8,0.84,0.16,0.64,0.36,68828,1
10.350830097988764,10.957172207849103,2008,0,1,"North Canton City School District, Ohio",248,87.5,31282,0.46,0.54,0.06,0.2,0.74,0.9,0.1,0.61,0.39,57363,0
10.28946398406043,10.840717520423938,2013,1,1,"North Canton City School District, Ohio",211,93.4,29420,0.47,0.53,0.06,0.16,0.79,0.89,0.11,0.61,0.39,51057,1
10.407892608499196,11.024823036089236,2008,0,1,"North Olmsted City School District, Ohio",337,86.7,33119,0.49,0.51,0.06,0.16,0.78,0.94,0.06,0.7,0.3,61378,0
10.382234100838373,10.958269854987387,2013,1,1,"North Olmsted City School District, Ohio",285,87.4,32280,0.49,0.51,0.05,0.16,0.79,0.93,0.07,0.7,0.3,57426,1
10.208395405652977,11.067528590970692,2008,0,1,"North Ridgeville City School District, Ohio",278,73.7,27129,0.48,0.52,0.06,0.16,0.77,0.95,0.05,0.77,0.23,64056,0
10.329702551562889,11.019923387227362,2013,1,1,"North Ridgeville City School District, Ohio",312,86.2,30628,0.5,0.5,0.08,0.15,0.77,0.95,0.05,0.7,0.3,61078,1
10.490190296875209,11.119127035729113,2008,0,1,"North Royalton City School District, Ohio",300,93.3,35960,0.49,0.51,0.06,0.16,0.78,0.94,0.06,0.65,0.35,67448,0
10.481055517243915,11.066419588412538,2013,1,1,"North Royalton City School District, Ohio",309,92.9,35633,0.48,0.52,0.04,0.16,0.8,0.92,0.08,0.65,0.35,63985,1
10.479032931015894,11.058590439512432,2008,0,1,"Northmont City School District, Ohio",276,77.5,35561,0.5,0.5,0.06,0.19,0.75,0.85,0.15,0.73,0.27,63486,0
10.4589518779205,10.903126292784842,2013,1,1,"Northmont City School District, Ohio",301,83.4,34854,0.47,0.53,0.05,0.17,0.78,0.83,0.17,0.73,0.27,54345,1
11.307891932828337,10.955549666384403,2008,0,1,"Northwest Local School District (Butler and Hamilton Counties), Ohio",583,71.9,81461,0.48,0.52,0.06,0.19,0.75,0.84,0.16,0.74,0.26,57270,0
11.258742641058852,10.927214644012448,2013,1,1,"Northwest Local School District (Butler and Hamilton Counties), Ohio",587,75.5,77554,0.48,0.52,0.06,0.18,0.76,0.8,0.2,0.75,0.25,55670,1
11.157421264015834,11.135727062570373,2008,0,1,"Oak Hills Local School District, Ohio",518,83.4,70081,0.48,0.52,0.06,0.2,0.75,0.98,0.02,0.74,0.26,68577,0
11.043417712757153,11.009968799582932,2013,1,1,"Oak Hills Local School District, Ohio",539,87.2,62530,0.47,0.53,0.06,0.17,0.77,0.95,0.05,0.71,0.29,60473,1
11.075458723336263,11.543425571618554,2008,0,1,"Olentangy Local School District, Ohio",1122,86.5,64566,0.51,0.49,0.09,0.21,0.7,0.87,0.13,0.38,0.62,103096,0
11.266231773195758,11.508987722227586,2013,1,1,"Olentangy Local School District, Ohio",1542,93.8,78137,0.5,0.5,0.08,0.25,0.67,0.85,0.15,0.39,0.61,99606,1
10.011130461551485,11.095241003723723,2008,0,1,"Olmsted Falls City School District, Ohio",273,86.5,22272,0.47,0.53,0.07,0.19,0.74,0.92,0.08,0.66,0.34,65856,0
10.07588502813239,11.080017215031907,2013,1,1,"Olmsted Falls City School District, Ohio",296,93.6,23762,0.49,0.51,0.06,0.19,0.76,0.91,0.09,0.64,0.36,64861,1
10.073525642163233,10.884141790233567,2008,0,1,"Oregon City School District, Ohio",286,78.7,23706,0.47,0.53,0.04,0.18,0.78,0.94,0.06,0.85,0.15,53323,0
10.05997834929556,10.817255103865845,2013,1,1,"Oregon City School District, Ohio",288,88.9,23387,0.48,0.52,0.05,0.17,0.78,0.92,0.08,0.82,0.18,49873,1
10.270315777029374,10.513714974009698,2013,1,0,"Ottumwa Community School District, Iowa",315,61.0,28862,0.49,0.51,0.07,0.16,0.77,0.92,0.08,0.84,0.16,36816,0
